Comprimento	Intensity
484.59	1497.07
484.80	1538.02
485.00	1480.68
485.20	1554.41
485.40	1611.75
485.60	1662.95
485.80	1511.40
486.01	1554.41
486.21	1570.79
486.41	1660.90
486.61	1654.76
486.81	1572.84
487.01	1447.91
487.22	1611.75
487.42	1546.22
487.62	1554.41
487.82	1509.35
488.02	1583.08
488.22	1570.79
488.42	1662.95
488.63	1685.48
488.83	1603.56
489.03	1513.45
489.23	1638.38
489.43	1578.98
489.63	1720.29
489.83	1538.02
490.04	1669.09
490.24	1583.08
490.44	1581.03
490.64	1531.88
490.84	1509.35
491.04	1648.61
491.24	1619.94
491.44	1538.02
491.65	1562.60
491.85	1546.22
492.05	1632.23
492.25	1548.26
492.45	1540.07
492.65	1619.94
492.85	1578.98
493.05	1595.37
493.26	1546.22
493.46	1540.07
493.66	1605.61
493.86	1501.16
494.06	1517.54
494.26	1589.22
494.46	1581.03
494.66	1488.87
494.86	1605.61
495.07	1550.31
495.27	1603.56
495.47	1533.93
495.67	1548.26
495.87	1611.75
496.07	1431.53
496.27	1603.56
496.47	1529.83
496.67	1574.89
496.87	1572.84
497.08	1497.07
497.28	1654.76
497.48	1531.88
497.68	1658.85
497.88	1572.84
498.08	1546.22
498.28	1597.42
498.48	1488.87
498.68	1574.89
498.88	1505.26
499.08	1562.60
499.29	1578.98
499.49	1492.97
499.69	1548.26
499.89	1497.07
500.09	1447.91
500.29	1603.56
500.49	1636.33
500.69	1693.67
500.89	1542.12
501.09	1552.36
501.29	1499.11
501.49	1470.44
501.69	1499.11
501.89	1513.45
502.09	1581.03
502.30	1599.46
502.50	1574.89
502.70	1634.28
